director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb,overview
Ben Wheatley,Michael Smiley,Tony Way,David Schaal,Comedy Crime Drama,down terrace,Michael Smiley Tony Way David Schaal Ben Wheatley Comedy Crime Drama,"After serving jail time for a mysterious crime, Bill and Karl get out of jail and become preoccupied with figuring out who turned them in to the police. On top of that, the ""family business"" is on the rocks, and the motley crew of criminals who operate out of Down Terrace aren't feeling terribly trusting of one another. It might look like an ordinary house, but at Down Terrace, the walls are closing in.."
Kevin Smith,Jason Mewes,Brian O'Halloran,Jeff Anderson,Comedy,clerks,Jason Mewes Brian O'Halloran Jeff Anderson Kevin Smith Comedy,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives."
James Bidgood,Don Brooks,Bobby Kendall,unknown,Drama Fantasy,pink narcissus,Don Brooks Bobby Kendall unknown James Bidgood Drama Fantasy,An erotic poem set in the fantasies of a young male prostitute.
Andrew Bujalski,Andrew Bujalski,Kate Dollenmayer,Justin Rice,Comedy Drama,funny ha ha,Andrew Bujalski Kate Dollenmayer Justin Rice Andrew Bujalski Comedy Drama,"Unsure of what to do next, 23-year-old Marnie tries her best to navigate life after college in this romantic comedy. Still partying like there's no tomorrow, Marnie drags herself out of bed for her miserable temp job and can't decide whether she's wasting her time going after best buddy Alex, who doesn't seem to be interested."
Neil LaBute,Stacy Edwards,Matt Malloy,Jason Dixie,Comedy Drama,in the company of men,Stacy Edwards Matt Malloy Jason Dixie Neil LaBute Comedy Drama,"Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and ruining her life."
David Ayer,Mireille Enos,Martin Donovan,Maurice Compte,Action Crime Drama Thriller,sabotage,Mireille Enos Martin Donovan Maurice Compte David Ayer Action Crime Drama Thriller,"A Scotland Yard undercover detective is on the trail of a saboteur who is part of a plot to set off a bomb in London. But when the detective's cover is blown, the plot begins to unravel."
David Ayer,Mireille Enos,Martin Donovan,Maurice Compte,Action Crime Drama Thriller,sabotage,Mireille Enos Martin Donovan Maurice Compte David Ayer Action Crime Drama Thriller,"In ""Sabotage"", Arnold Schwarzenegger leads an elite DEA task force that takes on the world's deadliest drug cartels. When the team successfully executes a high-stakes raid on a cartel safe house, they think their work is done - until, one-by-one, the team members mysteriously start to be eliminated. As the body count rises, everyone is a suspect."
Eric Eason,Franky G,Panchito Gómez,Casper Martinez,Drama Family,manito,Franky G Panchito Gómez Casper Martinez Eric Eason Drama Family,"Fifteen years ago, their Washington Heights neighborhood was dubbed the crack-cocaine capital of the world, but today it is transforming into one of the most vibrant, Spanish-speaking communities in the United States. While the drug dealers continue to disappear, their violent legacy still casts a shadow over the neighborhood and its residents. Junior, an ex-convict struggling to get his life back on track, is a product of this legacy. His younger brother Manny, the salutatorian of his high school class, embodies the hope of the future. On the night of his graduation party, Manny finds himself faced with an ill-fated decision that could change his life forever"
Uwe Boll,Matt Frewer,Katharine Isabelle,Michael Paré,Action Crime Thriller,rampage,Matt Frewer Katharine Isabelle Michael Paré Uwe Boll Action Crime Thriller,"Rampage delves into the subject of legal insanity, so often the default defense in modern-time gruesome crime trials. Alex McArthur plays an outwardly normal guy who goes on incredible killing and mutilating sprees until (and even after, when he escapes for a short time) he's captured. When he comes to trial, the liberal DA (Michael Biehn) is torn between his own leftist leanings and the reality of the heinous crimes for which the accused is being tried. He must argue for the death penalty."
Uwe Boll,Matt Frewer,Katharine Isabelle,Michael Paré,Action Crime Thriller,rampage,Matt Frewer Katharine Isabelle Michael Paré Uwe Boll Action Crime Thriller,"The boredom of small town life is eating Bill Williamson alive. Feeling constrained and claustrophobic in the meaningless drudgery of everyday life and helpless against overwhelming global dissolution, Bill begins a descent into madness. His shockingly violent plan will shake the very foundations of society by painting the streets red with blood."
Uwe Boll,Matt Frewer,Katharine Isabelle,Michael Paré,Action Crime Thriller,rampage,Matt Frewer Katharine Isabelle Michael Paré Uwe Boll Action Crime Thriller,A Turkish commando must infiltrate and capture a group of terrorists living in the mountains.
Richard Linklater,Tommy Pallotta,Richard Linklater,Jean Caffeine,Comedy Drama,slacker,Tommy Pallotta Richard Linklater Jean Caffeine Richard Linklater Comedy Drama,"Presents a day in the life in Austin, Texas among its social outcasts and misfits, predominantly the twenty-something set, using a series of linear vignettes. These characters, who in some manner just don't fit into the establishment norms, move seamlessly from one scene to the next, randomly coming and going into one another's lives."
Alex Kendrick,Shannen Fields,Lisa Arnold,Janet Lee Dapper,Drama,flywheel,Shannen Fields Lisa Arnold Janet Lee Dapper Alex Kendrick Drama,"Jay Austin wants to sell you a used car, but watch out! Many victims have fallen prey to his smiling face and hasty promises. Austin does everything his way until his dishonesty and manipulation are exposed. Like many men, he becomes disgusted by the masks he wears and the lies he tells. In every man's life, there can be a turning point. When Jay makes his turn, he never looks back."
Jay Duplass,Mark Duplass,Katie Aselton,Bari Hyman,Comedy Drama Romance,the puffy chair,Mark Duplass Katie Aselton Bari Hyman Jay Duplass Comedy Drama Romance,"Josh's life is pretty much in the toilet. He's a failed NYC indie rocker, and a failing booking agent. But he finds the potential of a small victory in a really bad idea. He decides to purchase a 1985 Lazy Boy on eBay, just like the one his dad had when Josh was a kid. He'll drive cross-country for the chair, staying with Emily at his brother's house on the way, and deliver it to his father as a surprise birthday gift. But when Rhett ends up coming along for the ride, it's three people and a giant purple puffy chair in a too-small van... and one of them has to go before the trip's end."
Daryl Wein,Zoe Lister-Jones,Heather Burns,Ebon Moss-Bachrach,Romance,breaking upwards,Zoe Lister-Jones Heather Burns Ebon Moss-Bachrach Daryl Wein Romance,"'Breaking Upwards' explores a young, real-life New York couple who, four years in and battling codependency, decide to intricately strategize their own break up. Based on an actual experiment devised by director/actor Daryl Wein and actress Zoe Lister-Jones, the film loosely interprets a year in their lives exploring alternatives to monogamy, and the madness that ensues. An uncensored look at young love, lust, and the pangs of codependency, 'Breaking Upwards' follows its characters as they navigate each others' emotions across the city they love. It begs the question: is it ever possible to grow apart together?"
Jason Trost,Sean Whalen,Jason Trost,Nick Principe,Sci-Fi Thriller,all superheroes must die,Sean Whalen Jason Trost Nick Principe Jason Trost Sci-Fi Thriller,"Masked vigilantes Charge (Jason Trost), Cutthroat (Lucas Till), The Wall (Lee Valmassy), and Shadow (Sophie Merkley) are rendered powerless by their archenemy (James Remar) and are forced to complete a series of deadly tasks in order to save the lives of more than 100 innocent civilians. Should they fail or refuse to cooperate, the entire town will be destroyed. ~ Jason Buchanan, Rovi"
John Waters,Divine,Mink Stole,Edith Massey,Comedy Crime Horror,pink flamingos,Divine Mink Stole Edith Massey John Waters Comedy Crime Horror,"Notorious Baltimore criminal and underground figure Divine goes up against Connie &amp; Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive""."
Olivier Assayas,Maggie Cheung,Béatrice Dalle,Don McKellar,Drama Music Romance,clean,Maggie Cheung Béatrice Dalle Don McKellar Olivier Assayas Drama Music Romance,"After losing her husband to a heroin overdose, Emily Wang fights to overcome her own addictions and to be reconciled with her estranged son."
Kiyoshi Kurosawa,Kôji Yakusho,Anna Nakagawa,Denden,Crime Horror Mystery Thriller,the cure,Kôji Yakusho Anna Nakagawa Denden Kiyoshi Kurosawa Crime Horror Mystery Thriller,"Dexter, age 11, who has AIDS, and his next door neighbor Eric, a little older and much bigger, become best friends. Eric also becomes closer to Dexter's mother than to his own, who is neglectful and bigoted and violently forbids their friendship upon learning of it. Dexter and Erik start the journey to find ""The Cure"" they had read about in the local newspaper."
Kiyoshi Kurosawa,Kôji Yakusho,Anna Nakagawa,Denden,Crime Horror Mystery Thriller,the cure,Kôji Yakusho Anna Nakagawa Denden Kiyoshi Kurosawa Crime Horror Mystery Thriller,An alcoholic checks into a health spa and his antics promptly throw the establishment into chaos.
Ash Baron-Cohen,Peter Greene,Stanley B. Herman,James Noble,Crime Drama,bang,Peter Greene Stanley B. Herman James Noble Ash Baron-Cohen Crime Drama,"A young woman in L.A. is having a bad day: she's evicted, an audition ends with a producer furious she won't trade sex for the part, and a policeman nabs her for something she didn't do, demanding fellatio to release her. She snaps, grabs his gun, takes his uniform, and leaves him cuffed to a tree where he's soon having a defenseless chat with a homeless man. She takes off on the cop's motorcycle and, for an afternoon, experiences a cop's life. She talks a young man out of suicide and then is plunged into violence after a friendly encounter with two ""vatos."" She is torn between self-protection and others' expectations. Is there any resolution for her torrent of feelings?"
Shane Carruth,Shane Carruth,David Sullivan,Casey Gooden,Drama Sci-Fi Thriller,primer,Shane Carruth David Sullivan Casey Gooden Shane Carruth Drama Sci-Fi Thriller,"Friends/fledgling entrepreneurs invent a device in their garage that reduces the apparent mass of any object placed inside it, but they accidentally discover that it has some highly unexpected capabilities -- ones that could enable them to do and to have seemingly anything they want. Taking advantage of this unique opportunity is the first challenge they face. Dealing with the consequences is the next."
